0,4,9,19,39
4948,4964,4968,4949,5015
4955,4945,5019,4946,4939
4942,4995,5023,5008,4984
4944,5005,4961,5041,4994
4965,4981,5004,5019,5005
4958,4954,4965,4974,4970
5007,4973,4970,4995,5013
4941,4976,5049,4978,5019
4983,4981,4984,5005,5013
4937,4974,4984,4982,5016
