1,5,10,20,40
5732,5705,5814,5890,5793
5770,5806,5733,5856,5789
5760,5805,5773,5748,5776
5736,5751,5784,5697,5875
5781,5724,5744,5748,5770
5718,5738,5799,5714,5864
5631,5789,5759,5789,5755
5809,5813,5794,5839,5727
5723,5710,5795,5661,5813
5707,5806,5796,5880,5756
