0,4,9,19,39
5652,5699,5774,5767,5813
5639,5701,5724,5849,5753
5856,5728,5736,5825,5698
5846,5692,5653,5706,5934
5646,5831,5856,5843,5816
5762,5739,5792,5851,5831
5717,5736,5814,5764,5751
5584,5701,5780,5832,5777
5723,5652,5879,5696,5766
5629,5730,5885,5859,5845
