1,5,10,20,40
3661,3678,3683,3706,3688
3660,3698,3710,3703,3700
3691,3699,3688,3664,3698
3685,3657,3700,3706,3710
3643,3696,3727,3681,3654
3695,3669,3698,3699,3711
3659,3652,3675,3681,3681
3665,3697,3715,3695,3702
3660,3673,3699,3707,3698
3669,3714,3712,3694,3670
