0,4,9,19,39
1995,1991,2017,2001,2016
1996,1999,2002,1998,1997
1998,1982,2000,2003,2016
1999,1994,2002,2000,2008
2004,2008,2005,2013,2002
2001,2001,1999,1995,1995
1977,1990,1990,1986,2005
2000,1986,2011,1989,2012
1996,2006,1987,2006,2008
2000,1985,1994,2017,2003
