0,4,9,19,39
5893,5842,5903,6040,5967
5840,5908,5869,5886,5863
5929,5768,6020,5935,5896
5840,5830,5924,6016,5907
5907,5963,5933,5909,5833
5895,6020,5899,5923,5896
5959,5871,5810,5858,5822
5808,5924,5942,5895,6068
5875,5863,5899,5863,5835
5944,5843,5993,5941,5776
